img_path,mask_path
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (231).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (231)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (200).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (200)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (204).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (204)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (168).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (168)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (123).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (123)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (14).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (14)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (197).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (197)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (364).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (364)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (64).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (64)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (160).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (160)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (7).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (7)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (121).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (121)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (210).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (210)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (1).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (1)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (388).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (388)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (117).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (117)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (269).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (269)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (377).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (377)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (65).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (65)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (31).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (31)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (328).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (328)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (225).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (225)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (77).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (77)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (162).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (162)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (50).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (50)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (129).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (129)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (34).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (34)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (227).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (227)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (157).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (157)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (426).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (426)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (106).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (106)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (172).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (172)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (316).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (316)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (181).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (181)merged_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (60).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (60)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (8).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (8)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (109).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (109)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (351).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (351)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (112).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (112)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (165).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (165)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (305).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (305)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (125).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (125)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (83).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (83)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (58).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (58)merged_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (342).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (342)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (152).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (152)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (390).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (390)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (378).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (378)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (128).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (128)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (344).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (344)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (93).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (93)merged_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (387).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (387)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (74).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (74)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (33).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (33)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (116).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (116)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (115).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (115)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (191).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (191)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (274).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (274)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (175).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (175)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (201).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (201)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (435).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (435)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (23).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (23)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (94).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (94)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (211).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (211)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (373).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (373)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (9).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (9)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (93).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (93)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (358).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (358)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (371).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (371)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (185).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (185)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (201).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (201)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (2).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (2)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (82).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (82)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (158).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (158)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (297).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (297)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (31).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (31)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (187).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (187)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (78).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (78)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (193).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (193)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (66).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (66)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (16).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (16)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (384).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (384)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (173).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (173)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (3).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (3)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (401).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (401)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (181).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (181)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (5).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (5)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (99).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (99)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (188).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (188)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (117).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (117)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (194).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (194)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (189).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (189)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (57).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (57)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (95).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (95)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (17).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (17)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (120).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (120)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (85).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (85)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (128).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (128)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (325).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (325)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (132).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (132)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (35).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (35)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (208).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (208)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (13).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (13)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (40).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (40)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (86).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (86)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (254).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (254)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (159).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (159)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (300).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (300)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (284).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (284)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (363).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (363)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (335).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (335)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (97).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (97)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (107).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (107)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (100).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/malignant/malignant (100)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (303).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (303)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (155).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (155)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (392).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (392)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (42).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (42)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (135).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (135)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (167).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (167)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (290).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (290)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (159).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (159)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (366).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (366)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (273).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (273)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (59).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (59)_mask.png
Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (419).png,Dataset_BUSI_with_GT/Dataset_BUSI_with_GT/benign/benign (419)_mask.png
